puzzle,solution,clues,difficulty,level
..61.4.9.35...9......25.........5..8......2...324...718...9.3...95...7...4.7.1...,726134895358679142419258637971325468684917253532486971867592314195843726243761589,26,1.2,Easy
.......79.3..2......65....4.18.....7.7...24..2..8.93..3....1.5..9...8.....2.6....,425183679739426518186597234618354927973612485254879361367941852591238746842765193,24,2.0,Easy
............86..79.....54............53.9......67..58.5....2.4327.6.....8.94...5.,648179325325864179917325468182546937753298614496731582561982743274653891839417256,24,1.8,Easy
..3..4..7.....168....5.2.....1.5..7...4...9..7.58...3.62....4.....3...21.........,583694217942731685176582349261953874834217956795846132628175493459368721317429568,23,1.1,Easy
...57.......1..8..715.6............4.5...6...68....1279...3..8...2.59.4.......2..,823574916496123875715968432379281654251746398684395127947632581162859743538417269,24,2.2,Easy
.3..6.97.....41...8.6.....5..29..6.35...82..4.4.....5....79.......4...92......5..,435268971729541368816379425172954683593682714648137259284795136357416892961823547,25,1.7,Easy
4.3...12....9..8......6........19....8.3....2...68..1...5........4...3...6.27..98,493758126756921834218463975642519783189347652537682419975836241824195367361274598,23,2.2,Easy
...3.5.8.7....1.3...4.781...1...9....57....2.86....3.........41..31.2.6.9.....2..,196325784785491632234678195312769458457813926869254317628937541573142869941586273,26,1.3,Easy
...58..9.29...6....6...3.4......28.1.....7.29...65............352..1.4.7......56.,347581296295746138861923745673492851458137629912658374784265913526319487139874562,25,1.2,Easy
..71.....8....4....4.5...7.5......82.....2.9.63.4..1........5...6..97.1.18.....4.,957136824821974365346528971594713682718652493632489157279841536465397218183265749,24,2.0,Easy
...3.9.141....5.92.4.....5.2...6.....8.........1.4..7.6.......77....3.4...9.8.5..,875329614163475892942816753297561438486937125531248976654192387718653249329784561,24,1.5,Easy
..51..2...6.2............84.8..7....1.9..4..........373...9...........6..163.279.,945183276861247953732569184283675419179834625654921837328796541597418362416352798,23,1.8,Easy
7...8..9.............6...315...6..7....3.9..4.4..5.1....1..83..8..4..2...6....71.,736281495185943627492675831528164973617329584349857162251798346873416259964532718,24,1.2,Easy
5.328...4..........2.....13....2975.7..5...3.9...7.8.2.1............4.....41.532.,573281694149356278826947513438629751762518439951473862317862945295734186684195327,26,1.6,Easy
..7......2.3..7.5.....8.74.1.....3...8.....9....4.5..6...5...3..1..46....2.3.1..8,897254613243167859561983742152698374486732195739415286678529431315846927924371568,24,1.0,Easy
..68.4..3.8..29..........5...91....75.7..64...6.94.5..8....1.62....3......2....7.,956874213183529746724613958439152687517386429268947531845791362671235894392468175,26,1.4,Easy
..5.....8.7..3..9131.4...5.6......85.318......4....7.......5.2.72...1........6...,265197348478532691319468257697213485531874962842659713983745126726981534154326879,24,1.2,Easy
9...5..1....3..9...4...8..6..8965.........3....51...8.....1..7.61.....2.7...34..9,983756412267341958541298736378965241126487395495123687839612574614579823752834169,25,2.0,Easy
36..2...5..9...8.....6....1.......7..3.1.......14..9...2..94...7....8..9.5.....3.,368921745179345826245687391692853174437169582581472963823594617716238459954716238,22,1.6,Easy
....5.8...4...7..9..71.9..5...9..467.8.2.......9.......7..1....6....3.94..2.....3,196354872245867139837129645321985467784236951569741328973412586618573294452698713,24,1.9,Easy
35......1.6...5....9.1.4.8...6.41.......6..3..4..8.76......85.......9..2..9..6.4.,358697421164825973792134685936741258875962134241583769413278596687459312529316847,25,2.1,Easy
..71..3...62.....9..3...82..246...9..9......8..6........98.42......715..3....2...,487129365562387149913456827824615793795243618136798452659834271248971536371562984,25,1.5,Easy
.2....8.....9....6.8.4.73..6...8..1....74..38.........2.....541.7.8......95...6..,923651874754938126186427359649583712512746938837192465268379541471865293395214687,24,1.8,Easy
.....6...3.........41..7.6389..6.37.7..59.4.81......9.....78...9.....51....9.....,579346182368219754241857963895462371736591428124783695653178249982634517417925836,25,1.4,Easy
.....9.3...3.1....6.9.8.4..5.1.782...2..........29.875.7.....9........26..8.2.7..,782459631453612987619783452591378264827564319346291875274136598935847126168925743,26,2.2,Easy
..9...4..5......68.3.2.7..5.......4.....95...9.5.681......3....6...7..9..7354....,189356427527914368436287915768123549312495876945768132891632754654871293273549681,25,1.0,Easy
4.3......6...2.8..98...76......48.2..563.........9.......9.2.4.......5...1.5....6,423856971675129834981437652139648725256371489847295163568912347392764518714583296,23,1.6,Easy
.14...8.....3..9.....9.8..6..978..2..3.1..6..4.......9.9..3...5..1....6..6.......,914567832685324971327918546159786324832149657476253189798632415241895763563471298,23,1.2,Easy
..7..89.5..2...1....69......8..........2.6..85....934..2.4...........73.94...5...,437618925892534176156927483284153697379246518561789342723461859615892734948375261,23,1.2,Easy
....7.2..3.....8.949.2.6..78...4....67....5.......849...29.3...7.......8.4.....3.,568379241327514869491286357839645712674192583215738496182953674753461928946827135,25,1.9,Easy
.9.8....2.4.......8.219.3.4..6..8.51.7..5.4.....24...6...3.5.9..6....8..1........,693874512741523689852196374426938751379651428518247936284365197965712843137489265,26,1.0,Easy
.....5..1.....29781.....5...7...3.6...8.2...96....48..36.5.........7.3.4.8.....9.,897465231546312978123987546971853462438126759652794813369548127215679384784231695,25,1.6,Easy
......9.8.....7...894....163....45..4.9.........5...8.....9.65.68..2.4...17......,572416938136987245894253716368174592459832167721569384243798651685321479917645823,24,1.3,Easy
64..........1.6.3....2.........9..5..6..8...781...73.....7....9.59...12...2..4...,641539872278146935593278641327691458964385217815427396436712589759863124182954763,23,1.7,Easy
.3..18..6....4..1....2.9.8...2...9.3....3......7...56..9...34.1......67..2..57...,234518796879346215516279384182765943965834127347192568798623451453981672621457839,25,1.0,Easy
...6............2.3...8271...38...6....9..8....9.4..3...7.....3.852..6..2....64..,792615348418379526356482719573821964124963857869547132647158293985234671231796485,24,1.6,Easy
8.7..5...2...1.87........91.........9...7.13...826.4..........94.213..8.6...8....,817695243269413875543728691724351968956874132138269457381546729492137586675982314,25,1.8,Easy
8..9........524.....5.1.67..2......45.17....3.......164....8..1....6...7......89.,813976425697524138245813679329681754561749283784235916472398561958162347136457892,24,1.6,Easy
....1...2.1..85..9...6...3....4..6...8......323....84.4.1.73....53..2.....6......,967314582312785469548629731179438625684257913235196847491873256853962174726541398,24,1.3,Easy
9.8.42.....213.....7....1.......4.932....5...53......28..6..3..6.3...25.....7....,918742635452136789376598124761824593289315476534967812827659341693481257145273968,25,1.3,Easy
.1..5.86.....1..9..5...9..7.....6..12....1.....84..3.....56.2..6....4....37...5..,914752863782613495356849127573286941249371658168495372891567234625134789437928516,24,1.6,Easy
.5.4...61.76......2...7.....12.3.....3..15..7..8.96....2......58..5............16,953482761176953284284671539512734698639815427748296153327168945861549372495327816,24,1.7,Easy
.6.2..87....759..3....61.....7.1...........32..8...65..3......41..5....6.75....8.,569243871281759463743861295327615948956487132418392657832976514194538726675124389,25,1.5,Easy
3...9...1.1..4.......35.9...21..7..45..........8...71.9.4.75.688......4......4..5,385692471219748653746351982621987534573416829498523716934275168852169347167834295,26,1.1,Easy
.6...5..2..7.3..142......9...38.....5.4..91.........6.95.1.6..3............2.3.75,461795832897632514235418796613827459584369127729541368958176243372954681146283975,25,1.3,Easy
.5..1.....6.7..831..3.4....7..2..38....8.7.5..2..3......5...69............74.6.2.,852613749469752831173948265791265384634897152528134976245371698386529417917486523,25,1.5,Easy
8.13.......5....8.......2.4...4.5...9..8....1.4..3...83..9.6..5.5..1..4......2.63,821374596465291387793658214218465739936827451547139628382946175659713842174582963,25,1.6,Easy
3..2....98.7.....1..5.6......23..9..75.6...........8..47...9.58....5.....2...7.4.,314285679867943521295761483682374915751698234943512867476129358138456792529837146,24,1.4,Easy
6...97.3..18....7.9..6.3.1.74..6.....6..54...............3...65.....57.9..5...2..,624197538318542976957683412743269851261854397589731624492378165136425789875916243,25,1.2,Easy
.....9....4..1..8.2.1.6...535......4..7...31.6....8.........14.7....3.9...8.2.6..,875239461946517283231864975359671824487952316612348759523796148764183592198425637,24,1.8,Easy
..3.8.5...4.....9.7..15.4..98...1..5..2.7983...5.6....1....6.5.8.....7..........4,623984517541627398798153426987231645462579831315468972179846253854312769236795184,26,1.5,Easy
..69.........265...821...7657....3..3...1...5.....38......7...24658..............,756948123134726589982135476571289364348617295629453817893571642465892731217364958,24,2.2,Easy
7.4.19.2.....2.6..2....8..58....47.......3..8..5..71....9...3....6....1.1.74.....,754619823398725641261348975813564792672193458945287136529871364486932517137456289,25,1.6,Easy
5.92....4.........3...76.8...48.....8.....1421.3..5.........2..7.5.1.....2...4.7.,519238764687149523342576981294861357856793142173425896438657219765912438921384675,24,1.9,Easy
1.........9.....6.82.4...9..6....8..2...987...4.27.3.....7...15.....6.3..5....9..,173569482594832167826417593761345829235698741948271356389724615417956238652183974,24,1.3,Easy
..483.....9.4.6..2..2....7..15....23...2.....3.....4.698........7.39..8.......1..,754832961198476352632951874815649723467213598329587416983165247271394685546728139,24,1.7,Easy
.3.......26.....5....986...7...59...32.....4......35..4.....7.....6..91....73..64,837524691269371458154986273741259386325867149698413527486192735573648912912735864,24,1.1,Easy
2....569...8............5..4.6.....293.5...6......7...7..2.8..5.6...4..1...1...3.,271435698658791423394826517486913752937582164125647389713268945869354271542179836,23,1.8,Easy
....2.95......14......75.1..4.......9..64.7.....9....8.85....94.62.....71...6....,871426953523891476694375812347218569958643721216957348785132694462589137139764285,24,2.0,Easy
..98....2....9.67.3...7........45......7..2..431...8..1...5..6.8....4.3...6...1..,719863542528491673364572981287145396695738214431926857173259468852614739946387125,24,2.0,Easy
596....14..3..9..8..........3..1....9....8.61...2.6.5........73.8...75.94........,596832714713549628824761935637415892952378461148296357265984173381627549479153286,24,1.3,Easy
.....2..3..93......7........62......7..8.56.1.9.7....4.5.....4..1...627...85.71.6,485672913129354768376918452562149387734825691891763524657231849913486275248597136,26,2.2,Easy
17.........6..2.58.....5..369...........8...5..4..3.7.....7.1..8..5.96.....21....,175834269346192758982765413698457321237681945514923876459376182821549637763218594,23,1.9,Easy
..79.............11..2..87654....2..96.........2.8.65..1.....82.3...9........54.7,857916324426378591193254876548697213961532748372481659615743982734829165289165437,25,1.9,Easy
.....2.8..4.15.........63.5.3...91..7.4.3...9....41.2......7...8...1..3.1.....67.,351972486648153297297486315532769148714238569986541723469327851875614932123895674,25,2.2,Easy
5..........6...48..78.35...........445...26.7.....39.............92.6.186...582..,594861372136729485278435196963517824451982637782643951825194763349276518617358249,25,1.3,Easy
.5.....3.4.96....7..2.1...9..3....26.........5...741.....943...3.........741..8..,157829634489635217632417589793581426841296375526374198268943751315768942974152863,24,1.5,Easy
.........23.71.....14...9..7.........8.467....5.....8.8.....27...3.56......9..13.,967524318238719654514683927729835461381467592456192783895341276173256849642978135,23,2.2,Easy
..69..3.2..4.1...6......9..8.2.......5......4...76.1..29................56.3.18..,186975342934218756725436918872154693651893274349762185293587461418629537567341829,22,2.2,Easy
.5.8....6..7....3.9...7...2....37.1...2..4.8...3..59........8...456.2..9.......2.,354821796627459138981376452568937214792164583413285967276593841845612379139748625,24,1.5,Easy
...1.7......3...579.3.6......2..5..3.1......654.9......3.8....4....1.8...9..7..2.,658127439124398657973564182782645913319782546546931278231859764467213895895476321,24,2.2,Easy
..4..57.6.....7......9..42..2.........7....95.8..6......3.4.6521...7...38..3.....,934215786261487539578936421425793168617824395389561274793148652152679843846352917,24,2.2,Easy
7...1.5...3.2....1...6..7..3...8...28..7..3......61...1.8..9.4...2....899........,789413526634257891251698734317985462896742315425361978168579243572134689943826157,24,1.8,Easy
.69.......3152.........37...9...1.3....2..6.4..3.......4...6.576..9.8.4.....5...8,569187423731524896284693715896741532175239684423865179948316257652978341317452968,25,1.8,Easy
..7.....34...6..12.....37..1.8.57.......8..6......21...........6...459....9....87,267514893493768512815293746138657429724189365956432178381976254672845931549321687,23,1.8,Easy
